canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCCCC#Cc1cncc(N2CCC3(CC2)CN(C(=O)c2cc(N)cc([N+](=O)[O-])c2)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7543859649122807,5.5,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,1.0529952959753153,0.6679076365760946,45.253390450212535,77.43891756718054,4.9470047040246845,0.6679076365760946,0.5544933324229031,230.1941399820157,3.637905736335539,6.256103671713831,0.6679076365760946,4.636500000000003,-6.445059411030969,3.588728378579529e-07,Poorly Soluble,46.138893,34.61181,61.671734,0,5,0,0.501685,0.26096648,0.9040744,0.0718255,0.91257274,0.17914097,0.71989954,0.8223733,0.1430543,0.98354894,0.99996436,0.6959683,0.95893633,0.96230114,-4.843297,100.238235,11.086182,475.59300000000025,4.636500000000003,0.20565392847604302,4.0,3.402501049792602,0.733055438911933,5,0,0
CCCCCCC#Cc1cncc(N2CCC3(CC2)CN(Cc2cc(N)cc([N+](=O)[O-])c2)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.75,4.81,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,1.0248562188083212,0.7131674242458494,45.45255780505335,77.38088271093497,4.9751437811916785,0.7131674242458494,0.4236898570315664,264.6454126353229,3.5773356296698138,6.372951932713544,0.7131674242458494,4.996300000000004,-6.620278505962068,2.3972950797740164e-07,Poorly Soluble,40.02986,28.420216,73.52985,0,5,0,0.43911704,0.6599718,0.76995254,0.11040648,0.9855731,0.35114026,0.7521759,0.7767415,0.63793194,0.9849588,0.99995995,0.6359282,0.9417626,0.9780027,-5.021369,99.70625,15.132368,461.61000000000024,4.996300000000004,0.1957281107761779,4.0,3.414282735903834,0.7317463626773517,5,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc(OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,1,0.6551724137931034,3.53,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.3554205402388755,0.7768720676711545,0.16207824494906453,6.395865621167623,2.2429562011294077,5.223127932328845,0.16207824494906453,2.878715243973847,12.432126707163812,4.905454572228679,5.540801292429012,0.16207824494906453,5.154700000000005,-6.639928014006949,2.2912474044289806e-07,Poorly Soluble,78.86067,70.91032,54.769054,0,2,0,0.136875,0.24395752,0.77199197,0.033207126,0.90435094,0.3466689,0.686616,0.82053536,0.10517999,0.98697054,0.99999774,0.68278164,0.966407,0.9479637,-4.7945027,102.71529,9.137648,445.6070000000002,5.154700000000005,0.436512409776001,3.0,3.5537678603137612,0.7162480155206932,2,0,0
c1ccc(CCCOC2CN(c3cncc(N4CCCCC4)c3)C2)cc1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,1,0.6146788990825688,2.95,5,KNN | KNN | DT | LGBM | ET,0.8533209691330461,7.133800651204482,5.146679030866954,1.0071155076616578,0.10584058939901089,10.471495982434098,2.5599909341653504,4.992884492338343,0.10584058939901089,6.304751192053739,16.389400306468595,4.78543693711628,5.200332047560403,0.10584058939901089,3.909900000000003,-5.135970353429549,7.311889954834601e-06,Moderately Soluble,93.17879,100.9424,20.12231,0,1,0,0.19251992,0.106155135,0.6922003,0.03046294,0.91668403,0.8889788,0.9860508,0.8961582,0.4284498,0.9314594,0.9999999,0.71012086,0.9761804,0.897882,-4.9212174,98.92149,5.487726,351.4940000000002,3.909900000000003,0.7073155842444041,4.0,2.2752784405126114,0.8583023954985988,1,0,0
CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CCC(C(=O)O)CC4)c3)C2)C1,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,1,0.6067415730337079,4.75,5,KNN | KNN | DT | LGBM | ET,0.8679607879934845,7.378376085152375,5.132039212006515,1.1784339521654836,0.3771841277783865,20.72711453127449,13.940774898989265,4.821566047834517,0.3771841277783865,2.748862785098527,82.73987160222525,4.082285157388879,5.560846938280154,0.3771841277783865,2.8298000000000014,-4.667301846921533,2.1512860105086562e-05,Moderately Soluble,30.798151,10.893301,-20.42073,0,0,0,0.024762416,0.3010605,0.7106903,0.12841222,0.26617354,0.010315994,0.0817816,0.10570177,0.03819732,0.05269482,0.9742259,0.9017464,0.53074384,0.17850205,-5.3424263,79.36232,-1.252986,416.5220000000003,2.8298000000000014,0.8107511217867119,4.0,3.2036112093109326,0.7551543100765631,0,0,0
CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)CC2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.8764044943820225,5.66,5,KNN | KNN | DT | LGBM | ET,0.8751343952690431,7.5012630491203796,5.124865604730957,0.9489345917641723,0.30027316426341344,10.881086624698062,6.00493831018893,5.051065408235828,0.30027316426341344,2.2929743141940286,34.47227881593257,4.462530006279538,5.639600810192118,0.30027316426341344,4.318700000000003,-5.777778920055279,1.6680961497825656e-06,Moderately Soluble,70.02299,57.178383,73.215164,0,1,0,0.1729261,0.23102462,0.8662081,0.096987806,0.7469333,0.22870645,0.41997394,0.57321584,0.030938983,0.7107708,0.99963206,0.82593834,0.9383384,0.86777735,-4.672365,101.70922,10.195114,403.5260000000002,4.318700000000003,0.6655574001385829,4.0,3.1068639814856045,0.765904002057155,1,0,0
CCCCCCC#Cc1cncc(N2CCC3(CC2)CN(C(=O)c2ccc(C)cc2)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6637168141592921,4.21,5,KNN | KNN | DT | LGBM | ET,0.9457866797492827,8.82646248653527,5.054213320250717,0.9326289449339408,0.09203810331436611,8.769836138952874,2.037073508827666,5.067371055066059,0.09203810331436611,5.652417892147465,12.972498448631084,4.886976372569902,5.247765737562217,0.09203810331436611,5.454520000000006,-6.764776433334993,1.7187929618808204e-07,Poorly Soluble,78.690475,70.66582,60.33675,0,2,0,0.12523325,0.17535333,0.78180206,0.042100627,0.86498165,0.25478098,0.5744944,0.7511147,0.058907174,0.9627247,0.99999446,0.7011584,0.9639069,0.9415973,-4.8235908,103.186264,9.540346,429.6080000000002,5.454520000000006,0.4522116444198902,3.0,3.080211803281851,0.7688653551909055,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)CCc4ccc(O)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,1,0.6475409836065574,3.77,5,KNN | KNN | DT | LGBM | ET,1.188806688549204,15.445667750196208,4.811193311450796,0.9799888922687223,0.21478343862928354,10.657390846265105,4.478556467123382,5.0200111077312775,0.21478343862928354,3.6225413589192814,25.17470742520801,4.599035568017882,5.4409866474446735,0.21478343862928354,5.170700000000005,-6.736557406937161,1.834182700830668e-07,Poorly Soluble,79.78821,80.77617,38.03683,0,2,0,0.15060775,0.34852847,0.6742232,0.064949855,0.9213375,0.1646024,0.54498494,0.7416512,0.25824848,0.97616494,0.99992263,0.609736,0.89475745,0.9530466,-5.0077763,101.99477,9.730433,459.63400000000024,5.170700000000005,0.43703124217572914,3.0,3.6823438776183783,0.7019617913757357,2,0,0
C(#Cc1cncc(N2CCC3(CC2)CNC3)c1)c1ccccc1,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,1,0.8472222222222222,4.37,5,KNN | KNN | DT | LGBM | ET,1.2327764304986477,17.091352466101444,4.767223569501352,1.2738462012369784,0.31311638230399835,23.560298180759013,14.105815885449518,4.726153798763022,0.31311638230399835,4.572335523239162,77.1888037752914,4.112445689447185,5.339861908078858,0.31311638230399835,2.6712000000000007,-3.945599891770902,0.00011334441054328725,Soluble,-13.07915,8.620939,45.280575,0,1,0,0.18923648,0.34625083,0.5331401,0.07731354,0.8287422,0.3503131,0.15095814,0.25648826,0.20153312,0.8499896,0.99735814,0.780558,0.80552804,0.37165418,-4.816697,89.49839,11.927858,303.40899999999993,2.6712000000000007,0.8210869680931842,4.0,3.1108731606352737,0.7654585377071919,1,0,0
CC(C)(C)OC(=O)N1CC2(CCN(c3ccc(Cl)cn3)C2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,1,0.6901408450704225,3.96,5,KNN | KNN | DT | LGBM | ET,1.436672662255933,27.33207868085231,4.563327337744067,1.2060885449571492,0.3993808397198347,22.89153984499726,16.126797365737797,4.793911455042851,0.3993808397198347,2.6503430997871398,97.47090328929181,4.011125009191975,5.576697900893727,0.3993808397198347,3.1822000000000017,-4.353476832047807,4.4312185271750577e-05,Moderately Soluble,89.726074,81.342735,40.56803,0,0,0,0.072044894,0.20078929,0.519223,0.13858977,0.5317917,0.40526485,0.35910368,0.10199672,0.13400438,0.08618845,0.9999666,0.9342664,0.9915679,0.11537405,-4.6352444,90.762955,7.613107,323.82400000000007,3.1822000000000017,0.7959989246682575,4.0,2.9731687357984224,0.7807590293557308,0,0,0
CC(C)(C)OC(=O)N1CC2(CCN(c3ccnc(-c4ccc(S(C)(=O)=O)cc4)n3)C2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,1,0.5425531914893617,4.4,5,KNN | KNN | DT | LGBM | ET,1.6779264784245354,47.63503387809968,4.322073521575465,1.6553804759085888,0.497812584665006,74.10623705656693,65.88005798142359,4.344619524091411,0.497812584665006,4.782641301439433,427.65459413198994,3.3689068581479993,5.320332190034823,0.497812584665006,2.9943000000000017,-5.0544771731878155,8.821101652261003e-06,Moderately Soluble,59.770496,35.785393,15.69664,0,0,0,0.19197153,0.33908787,0.9480661,0.27807352,0.53720164,0.26078922,0.07143867,0.08493925,0.03125013,0.118419744,0.999524,0.96679986,0.9470722,0.20613535,-4.7369337,93.20039,0.6450038,444.5570000000002,2.9943000000000017,0.7184195945350271,4.0,3.103899625200489,0.7662333749777235,0,0,0
