canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal
N#Cc1cc(C(=O)N2CCC3(CCN(c4cccc(C#Cc5ncccn5)c4)C3)C2)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5373134328358209,10.0,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.398880000000002,-5.627242898175641,2.35915840165361e-06,Moderately Soluble,26.588999,23.53169,66.19281,1
N#Cc1cc(C(=O)N2CCC3(CCN(c4cncc(C#Cc5cccnc5)c4)C3)C2=O)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5407407407407407,13.85,0.018737582690010558,1.0440891500477762,5.981262417309989,2.925480000000001,-5.362856286357286,4.336543564638009e-06,Moderately Soluble,36.31154,32.63492,55.30589,1
N#Cc1cc(C(=O)N2CC3(C2)CN(c2cncc(C#Cc4cccnc4)c2)C3)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6097560975609756,15.76,0.09452261429524811,1.2431473665074075,5.905477385704752,2.6186800000000012,-4.875579674890072,1.3317427007630052e-05,Moderately Soluble,24.072895,22.366291,41.214993,1
N#Cc1cc(C(=O)N2CC3(CCN(c4cc(C#Cc5cccc(F)c5)ncn4)C3)C2)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5223880597014925,12.54,0.13754032731649352,1.3725884096389558,5.8624596726835065,3.1478800000000016,-5.467293561496908,3.409623600913339e-06,Moderately Soluble,36.387817,23.46459,83.89087,1
N#Cc1cc(C(=O)N2CCC3(CCN(c4cccc(C#Cc5ccccn5)n4)C3)C2)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4820143884892086,9.3,0.18506948314187452,1.5313324412581106,5.814930516858126,3.398880000000002,-5.627242898175641,2.35915840165361e-06,Moderately Soluble,41.22647,35.261482,69.619194,1
COc1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc(C)cc([N+](=O)[O-])c5)C4)C3)n2)ccn1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5111111111111111,13.81,0.27048292167709725,1.864158870083876,5.729517078322902,2.849120000000001,-5.255758444753045,5.549342824228176e-06,Moderately Soluble,60.37248,47.7688,60.135826,1
N#Cc1cc(C(=O)N2CCC3(CC2)CCN(c2ccc(C#Cc4cncnc4)cn2)C3)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4718309859154929,11.02,0.2787898177464073,1.9001584518798558,5.721210182253593,3.183980000000002,-5.5614045321240395,2.745335764844578e-06,Moderately Soluble,24.067604,14.375529,42.16384,1
NC(=O)c1cc(C(=O)N2CCC3(CC2)CCN(c2cncc(C#Cc4cccnc4)c2)C3)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5984848484848485,12.37,0.2787898177464073,1.9001584518798558,5.721210182253593,3.0162000000000013,-5.540672597178073,2.8795684251530157e-06,Moderately Soluble,23.667181,15.104146,48.434048,1
O=C(c1cc(Cl)cc([N+](=O)[O-])c1)N1CC2(CCN(CC#Cc3cncc(C#CCO)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.515625,16.03,0.3134884697310235,2.058204245676454,5.686511530268977,2.1866000000000003,-4.580032942232928,2.6300684875996494e-05,Moderately Soluble,9.648933,5.435967,67.830124,1
N#Cc1cc(C(=O)N2CC3(CCN(c4cc(C#Cc5cccnc5)ccn4)C3)C2)cc([N+](=O)[O-])c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5905511811023622,10.37,0.3180120775024783,2.079754523185422,5.681987922497521,3.0087800000000016,-5.251232190564615,5.607480983359542e-06,Moderately Soluble,30.207767,24.172083,54.257347,1
O=C(c1cc(F)cc([N+](=O)[O-])c1)N1CC2(CCN(Cc3cncc(C#CC4CC4)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4921875,5.47,0.42072123108342313,2.634639696305192,5.579278768916577,3.238500000000002,-5.16027853425574,6.913874081929524e-06,Moderately Soluble,18.055094,17.99622,41.17312,1
N#Cc1cc(N)nc(C(=O)N2CC3(CC[C@H](Nc4cncc(C#Cc5cccnc5)c4)C3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.3698630136986301,15.04,0.44841972054785567,2.8081462381985967,5.5515802794521445,2.8320800000000013,-5.027635844632186,9.383484811527173e-06,Moderately Soluble,8.034191,16.33224,63.511585,1
Nc1ccc(C(=O)N2CCC3(CCN(c4cncc(C#Cc5ccccn5)c4)C3)C2)cc1[N+](=O)[O-],O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.549618320610687,8.43,0.45873921783380006,2.8756711329529367,5.5412607821662,3.1094000000000017,-5.352526607057387,4.4409245320191054e-06,Moderately Soluble,27.451397,28.63393,50.3652,1
