canonical_smiles,SMILES_state,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal
*c1ccc(N2CCC(CN3CCC(*)CC3)CC2)cc1,0,6.41,1.0623052694282866,11.542643153230294,4.937694730571714,2.5112000000000005,-3.4084653482723466,0.00039042233249733655,Soluble,39.77027,36.424587,64.2037,0
*c1nc2ccc(CN3CCC(CN4CCC(*)CC4)CC3)nc2o1,0,16.9,1.0973306706039867,12.512113364425343,4.902669329396013,2.043,-3.4599625059764674,0.0003467667866395619,Soluble,18.29504,3.693962,45.235035,0
*CCCCn1c(=O)c(C(=O)NN(CCC*)CC2CC2)cc2ccccc21,0,22.8,1.155987471480349,14.32146584137898,4.8440125285196505,3.4638000000000018,-4.75984754199913,1.7384109865116745e-05,Moderately Soluble,80.400406,64.004105,57.92916,0
*c1cccc(-c2cn(C)c3ccc(C(=O)N4CCC(*)CC4)cc23)n1,0,12.95,1.158720336341806,14.411870011895829,4.841279663658194,2.9887000000000015,-4.293633846006016,5.085880528120884e-05,Moderately Soluble,88.68947,68.87401,76.121826,0
*CCN1CCC(CN2CCC(C*)CC2)CC1,0,9.6,1.1810690185872843,15.172914780372967,4.8189309814127155,2.3456,-2.9319712738763903,0.0011695767493482819,Soluble,1.3335003,-16.817444,49.537285,0
*CC1CCN(C2CCC(C3CCN(C(=O)NC4CCC(*)CC4)CC3)CC2)CC1,0,16.73,1.2028578855142027,15.953570120258535,4.797142114485798,4.9268000000000045,-5.942683489719324,1.1410810952062655e-06,Moderately Soluble,50.415733,35.996143,45.818203,0
*CCN1CCC(n2c(C(=O)O)c(C*)c3ccccc32)CC1,0,15.87,1.2044764485157415,16.013138078683355,4.7955235514842585,2.9933000000000014,-3.989094766646979,0.00010254281449367007,Soluble,23.199192,15.676471,22.506952,0
*CCn1cnc2c(ncn2CC(=O)N2CCC(C*)CC2)c1=O,0,17.74,1.2061235320774073,16.07398401409728,4.793876467922592,0.7667999999999997,-2.443184525706867,0.0036042547069585883,Soluble,57.496857,38.85141,-2.5259957,0
*c1cccc2c1ccn2C1CCN(C(=O)C2CCCN2*)CC1,0,12.84,1.2072093133771982,16.114220920440538,4.792790686622801,1.9081,-3.2605664354200687,0.0005488245937265743,Soluble,78.11159,72.439896,60.45337,0
*c1cccc2oc(-c3c(C(=O)N4CCC(*)CC4)cc4ccccn34)nc12,0,19.91,1.2072093133771982,16.114220920440538,4.792790686622801,3.4959000000000024,-4.86983648584608,1.3494708698273995e-05,Moderately Soluble,109.3857,87.459724,98.62273,0
*Nc1nn(C2CCC(N)CC2)c2cnc(CN(*)C)cc12,0,19.02,1.2355714124460089,17.20170171127927,4.764428587553991,1.6459999999999992,-2.9214840306424468,0.00119816317980425,Soluble,18.507456,-4.144674,26.171558,0
*NC1CCCC(NC(=O)c2cnn3c(C)c(*)c(C)nc23)C1,0,22.88,1.251782364500196,17.85592546871318,4.748217635499804,0.6156399999999997,-2.2391103419517067,0.005766199419515509,Soluble,60.940224,44.100506,40.088085,0
*c1cn(CCCC2CCC(C(=O)N3CCC(*)CC3)O2)nn1,0,16.57,1.2517823645001962,17.855925468713192,4.748217635499804,0.7406999999999995,-2.284006084036011,0.005199887119551013,Soluble,58.034657,45.739136,1.0832825,0
*CCN1CCC(C2C(=O)N2C2CC2)(S(C)(=O)=O)C1,0,22.75,1.281237456546591,19.108977829188348,4.718762543453409,-0.18369999999999975,-1.3800431057531888,0.04168280092927732,Very Soluble,46.214947,31.28684,6.738183,0
*C#Cc1cc(C(=O)O)c(CN2CCC(C*)CC2)nc1Cl,0,28.02,1.293060712102123,19.636347635420424,4.706939287897877,2.4711000000000007,-3.59697022282945,0.00025294714223656254,Soluble,9.132169,7.2370505,45.42017,0
*CCN1CCCC1CN1CCC(c2ccc(*)cc2)CC1,0,14.23,1.3038970072858702,20.132467528084014,4.696102992714129,2.472600000000001,-3.460170910739294,0.00034660042368508313,Soluble,25.521755,14.293736,50.334892,0
*C1CCN(C(=O)C2CCC(CN3CCC(N(*)C)CC3)CC2)CC1,0,17.85,1.3165642377704276,20.72832635662649,4.683435762229572,2.6135,-3.776437918858091,0.00016732548062459702,Soluble,30.243526,24.974083,36.86216,0
*c1cccc(C2CCN(CCCCN3CCC(*)CC3)CC2)c1,0,11.31,1.316564237770428,20.72832635662651,4.683435762229572,3.254400000000002,-4.212418520822846,6.131708200159739e-05,Moderately Soluble,8.466756,3.6536584,75.84755,0
*c1ccc(C(=O)N2CCC(N3CCC(*)CC3)CC2)cc1,0,9.28,1.3174529511878739,20.770786953615247,4.682547048812126,1.8994000000000002,-3.045107027025313,0.0009013489828418139,Soluble,24.178623,34.17531,34.372906,0
*c1cc(C(=O)c2ccccc2)ccc1Nc1cccc(*)c1C#N,0,30.82,1.3286455660318537,21.313048146941522,4.671354433968146,2.882080000000001,-4.129331533253444,7.424521457701878e-05,Moderately Soluble,128.22661,117.47262,121.0172,0
*c1cn(C2CCCC2)c2nc(N3CCN(*)CC3)cnc12,0,15.68,1.331815998660654,21.46920676763735,4.6681840013393465,1.3073,-2.6573140442558043,0.0022013340727288114,Soluble,101.261444,77.71894,50.507694,0
*CCOc1ccc2c(=O)c(CCN3CCC(*)CC3)c[nH]c2c1,0,17.61,1.332268398435597,21.49158265602533,4.6677316015644035,2.850600000000001,-3.983389957743017,0.00010389868292808542,Soluble,47.167946,40.566578,56.23805,0
*CCCCN1C(=O)CN(CC2CCCN(Cc3ccc(*)cc3)C2)C1=O,0,16.37,1.3361895436001137,21.686503846626447,4.663810456399887,2.0852,-3.6107813926235925,0.0002450296317743028,Soluble,90.280624,85.701256,36.85704,0
*CC(C(=O)O)N1CCC1n1nc(C(C)=O)c2c(*)cccc21,0,22.23,1.3551218530069267,22.652798036602277,4.644878146993073,1.0385999999999995,-2.545588199232751,0.0028471595225376452,Soluble,34.685486,27.550655,6.2690206,0
*CCN1CCCC2(CCN(C(=O)C3CCCN3*)C2)C1,0,17.42,1.3705687059045284,23.473005790629195,4.629431294095472,1.1971999999999998,-2.3583647988315177,0.004381624952684561,Soluble,24.885109,4.636624,22.817078,0
*c1cccc(C(=O)c2ccccc2-c2cccc(*)c2)c1,0,17.41,1.370728751650643,23.481657632143595,4.629271248349357,2.9338000000000006,-3.9482715609028407,0.00011264928488416447,Soluble,120.96362,116.09425,122.41077,0
*c1ccc(-c2nc(C#N)c(*)cc2C#Cc2cncc(C#N)c2)cc1,0,18.83,1.3807573754709892,24.030199451094216,4.619242624529011,1.63596,-3.2564662646416878,0.0005540305785498053,Soluble,72.192604,61.815655,135.00403,0
*c1ccc(CN2CCN(C(=O)c3ccc(*)o3)CC2)cc1,0,11.02,1.3913373476482096,24.62279490443706,4.60866265235179,0.5868,-2.1513842863491544,0.00705692844177765,Soluble,81.99752,78.33541,47.93484,0
*c1ccc(N2CCCC(c3cn(C(=O)N4CCC(*)CC4)c(=O)[nH]3)C2)cc1Cl,0,28.79,1.3926192117180847,24.695578934797194,4.607380788281915,2.7901000000000007,-4.521710754144456,3.008079055967562e-05,Moderately Soluble,63.478985,44.096848,72.02055,0
*CCCn1c(C)cc2c(-c3ccc(CN*)cc3)cccc21,0,23.5,1.4001393780726006,25.12692700272122,4.5998606219274,4.5283200000000035,-5.18257046238086,6.567945457877789e-06,Moderately Soluble,96.15592,75.886246,87.04178,0
*CCCN1CCCC1c1cc(C(=O)Nc2ccc(*)cc2)c2ccccc2n1,0,19.41,1.40472605614517,25.393704186320814,4.59527394385483,4.156300000000003,-5.400050456422127,3.980609210673265e-06,Moderately Soluble,65.56926,52.77131,98.02374,0
