canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal
CNC(=O)c1ccc(N2CCC3(CCN(c4cncc(C#Cc5ccccc5)c4)C3)CC2)nn1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5420560747663551,10.3,0.5961650761041726,3.946072644953062,5.403834923895827,3.127900000000002,-5.267170498465321,5.405420713730852e-06,Moderately Soluble,28.367855,15.634308,68.21538,1
N#Cc1cc(C(=O)N2CC3(CCN(c4cncc(C#Cc5cccnc5)c4)C3)C2)[nH]n1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5221238938053098,11.49,0.5987340843340501,3.9694842612494754,5.40126591566595,1.82368,-4.026286288209937,9.412689047119994e-05,Moderately Soluble,17.131895,12.003626,43.153896,1
COC(=O)C1(C(=O)N2CC3(CCN(c4cncc(C#Cc5ccccc5)c4)C3)C2)CC1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6831683168316832,11.74,0.6051538950805847,4.028597650189412,5.394846104919416,2.4733,-4.475839096950544,3.3431887987622485e-05,Moderately Soluble,53.031574,48.021187,47.020622,1
Cc1noc(C)c1C(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6764705882352942,12.06,0.6051538950805847,4.028597650189412,5.394846104919416,3.438740000000002,-5.244240431390187,5.698487088666248e-06,Moderately Soluble,38.003044,35.565628,58.177814,1
COCCOCCC#Cc1cncc(N2CCC3(CN(Cc4ccc([N+](=O)[O-])cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5645161290322581,14.47,0.6051538950805847,4.028597650189412,5.394846104919416,3.106700000000002,-5.1466963481855785,7.133516199430302e-06,Moderately Soluble,52.020153,55.609497,41.049934,1
N[C@H]1CC[C@H](NC(=O)N2CC3(CCN(c4cncc(C#Cc5ccccc5)c4)C3)C2)CC1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6203703703703703,8.7,0.6051538950805847,4.028597650189412,5.394846104919416,2.9730000000000016,-4.937839313994879,1.1538801066437657e-05,Moderately Soluble,0.14427337,1.6770039,48.008167,1
Nc1cccc(C(=O)N2CC3(CCN(c4cncc(C#Cc5ccccc5)c4)C3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6695652173913044,5.87,0.6051538950805847,4.028597650189412,5.394846104919416,3.416100000000003,-5.214822709160466,6.097857776044053e-06,Moderately Soluble,19.099056,28.025791,56.9953,1
CCCCCC#Cc1cncc(N2CCC3(CC2)CN(C(=O)c2c[nH]c(N)n2)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5555555555555556,11.13,0.6263690484109212,4.230279360648029,5.373630951589079,3.0613,-4.837078195370681,1.455197046589296e-05,Moderately Soluble,34.345013,22.89184,42.534657,1
CC(C)(O)C(=O)N1CC2(CCN(c3cc(C#Cc4cnccc4F)ccn3)CC2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.3949579831932773,16.38,0.6263690484109212,4.230279360648029,5.373630951589079,2.2152000000000003,-4.24696155925565,5.6628941084270435e-05,Moderately Soluble,23.97609,24.510473,55.870087,1
COC(=O)N1CC2(CCN(c3cncc(C#Cc4cccc(F)c4)c3)CC2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5728155339805825,6.69,0.6269673212607438,4.236110899890319,5.373032678739256,3.289100000000002,-4.86699484647824,1.3583295650038695e-05,Moderately Soluble,27.55249,36.86312,61.763805,1
COc1cc(C#Cc2cncc(N3CCC4(CC3)CN(C(=O)c3cccc([N+](=O)[O-])c3)CCO4)c2)ccn1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4929577464788732,14.69,0.633275835549447,4.298093269628558,5.366724164450553,3.304800000000002,-5.774561354145257,1.6805004993553907e-06,Moderately Soluble,44.404957,39.0153,66.38662,1
CC(C)(O)C(=O)N1CCC2(CCN(c3cncc(C#Cc4ccccc4)c3)CC2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6633663366336634,8.43,0.6957116304164612,4.962626958284848,5.3042883695835386,3.071200000000002,-4.849089118944048,1.4155032832846736e-05,Moderately Soluble,24.282524,29.664465,56.579308,1
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)[C@H](O)C(C)C)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,1,0.5945945945945946,6.46,0.6976196057554537,4.984477107800574,5.302380394244547,3.459100000000002,-4.997778085606457,1.005129256788074e-05,Moderately Soluble,56.01597,57.14641,42.232925,1
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cnn(C)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,1,0.6697247706422018,6.62,0.6976196057554538,4.984477107800576,5.302380394244546,3.4895000000000023,-5.14467691804052,7.1667636448509754e-06,Moderately Soluble,54.144432,48.614502,42.27075,1
