SMILES,SMILES_state,Input_SMILES,Tanimoto,NLL
CN1CCC2(CCN(c3cncc(C#CCCO)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3728813559322034,4.66
CN1CCC2(CCN(c3cncc(C#CCCCO)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3983050847457627,4.83
CN1CCC2(CCN(c3cncc(C#CCC4(O)CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3115942028985507,4.9
CN1CCC2(CCN(c3cncc(C#CCCCCO)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.423728813559322,4.99
CN1CCC2(CCN(c3cncc(C#CCCC(=O)O)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.38524590163934425,5.22
CC(=O)N1CCC2(CCN(c3cncc(C#CCC4(O)CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.32857142857142857,5.53
CN1CCC2(CCN(c3cncc(C#CCCO)c3)CC2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.34146341463414637,5.71
CN1CCC2(CCN(c3cncc(C#CCCC4(O)CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3333333333333333,5.77
CN1CC2(CCN(c3cncc(C#CCC4(O)CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3283582089552239,5.79
CN1CCC2(CCN(c3cncc(C#CCCN4CCCCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3383458646616541,5.92
CN1CCC2(CCN(c3cncc(C#CCO)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3474576271186441,5.93
CN1CCC2(CCN(c3cncc(C#CCCO)c3)C2)CC1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3983050847457627,6.0
CC(=O)N1CCC2(CCN(c3cncc(C#CCN4CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3333333333333333,6.03
CN1CCC2(CCN(c3cncc(C#CCN4CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3161764705882353,6.08
CN1CC2(CCN(c3cncc(C#CCCC4(O)CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.35074626865671643,6.08
CN1CCC2(CCN(c3cncc(C#CCC4(O)COC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3282442748091603,6.1
CN1CCC2(CCN(c3cncc(C#CCN4CCCCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3157894736842105,6.12
CN1CCC2(CCN(c3cncc(C#CCN4CC[C@@H](O)C4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3181818181818182,6.12
CC(=O)N1CCC2(CCN(c3cncc(C#CCN4CCCCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3237410071942446,6.3
CN1CCC2(CC1)CCN(c1cncc(C#CC3(O)CCOCC3)c1)C2,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.2971014492753623,6.41
CN1CCC2(CCN(c3cncc(C#CCCN4CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3383458646616541,6.46
CN1CCC2(CCN(c3cncc(C#CCCCC(=O)O)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.4098360655737705,6.48
CN1CCC2(CCN(c3cncc(C#CCCCO)c3)CC2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.36585365853658536,6.55
CN1CCC2(CCN(c3cncc(C#CCCCO)c3)C2)CC1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.423728813559322,6.57
CN1CC2(CCN(c3cncc(C#CCCO)c3)CC2)CN(Cc2ccc3c(c2)OCO3)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.4744525547445255,6.6
CC(=O)N1CCC2(CCN(c3cncc(C#CCCN4CCOCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.35507246376811596,6.63
CC(=O)N1CCC2(CCN(c3cncc(C#CCC4(O)CCOCC4)c3)C2)C1,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.373134328358209,6.64
CN1CCC2(CCN(c3cncc(C#CCO)c3)CC2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.31746031746031744,6.67
CN1CC2(CCN(c3cncc(C#CCCN4CCCCC4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.35658914728682173,6.7
CN1CCC2(CCN(c3cncc(C#CCN4CC(O)C4)c3)C2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.328125,6.73
CN1CCC2(CC1)CCN(c1cncc(C#CCCO)c1)C2,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3813559322033898,6.74
CN1CC2(CCN(c3cncc(C#CCCO)c3)CC2)CN(Cc2ccncc2)C1=O,1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3897058823529412,6.74
