canonical_smiles,SMILES_state,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal
O=[N+]([O-])c1ccc(CN2CCC(N=c3[nH]c4cc([N+](=O)[O-])ccc4[nH]c3=NC3CC3)C2)cc1,1,31.56,0.2882706748059049,1.9420959151972945,5.711729325194095,2.550700000000001,-4.789283111705624,1.6244894240548454e-05,Moderately Soluble,50.95753,16.271484,43.297577,1
Cc1cc(=O)oc2c(N=NNc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc(S(=O)(=O)O)cc12,1,29.96,0.6583228094895444,4.553263768193114,5.341677190510456,3.2753200000000007,-5.33929419160917,4.578316459350029e-06,Moderately Soluble,2.389726,-10.418154,136.98898,1
O=C(c1ccc(OC(F)(F)F)cc1)N1CCC(CCN2CCC3CNCCC3C2)C1,1,35.76,0.668288971875721,4.658959893724114,5.331711028124279,3.368800000000001,-5.119507404177269,7.594384750821604e-06,Moderately Soluble,-13.397951,-29.937567,42.288307,1
CC(=O)N1CCC(COc2cc3nc(-c4ccc(C)o4)sc3c(=N)[nH]2)CC1,1,38.13,0.29702084746427027,1.9816221474497588,5.70297915253573,3.309590000000001,-4.956751889212954,1.1047095560302992e-05,Moderately Soluble,10.469757,11.892995,20.514141,0
Cc1cccc2occ(C3CCN(CCC4CCC(NC(=O)C(C)C)CC4)CC3)c12,1,26.85,0.39126058245351686,2.4618443003408412,5.6087394175464835,5.641720000000005,-6.745945672870111,1.7949581492007024e-07,Poorly Soluble,18.122986,9.896674,72.040665,0
CCOC(=O)C1=C(C)N=C2CC(c3cccc([N+](=O)[O-])c3)CC(=O)C2C1c1cccc([N+](=O)[O-])c1,1,25.29,0.4147708195668113,2.5987878015712678,5.585229180433188,4.641200000000005,-6.4644309275478,3.432172225071704e-07,Poorly Soluble,78.87123,51.90449,16.074423,0
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC(Oc2cccc(NS(=O)(=O)C3CCCCC3)c2)C1,1,36.95,0.4366952152716501,2.733349807905209,5.56330478472835,3.480800000000002,-5.77578173748305,1.6757848603071818e-06,Moderately Soluble,57.427174,41.863873,17.854061,0
O=C(Cn1c(=O)c2sccc2n(CC2CCCCC2)c1=O)NCCC1=CCCCC1,1,28.54,0.463154064360508,2.9050530285057365,5.536845935639492,3.8117000000000028,-5.510773949588344,3.0847931682495146e-06,Moderately Soluble,85.40686,90.27629,3.562671,0
CCCC#CCOc1cc(C(=O)O)ccc1OCc1cc2ccccc2o1,1,32.09,0.46800943524845684,2.937713474452006,5.531990564751543,4.892300000000004,-5.990004435758799,1.023282540714126e-06,Moderately Soluble,33.14958,45.400337,23.751919,0
Cc1cc(C)cc(C(=O)N2CCC(N3CCC(C(=O)N4CCCCC4)CC3)CC2)c1,1,24.65,0.5327965771977323,3.4103313486053617,5.4672034228022675,3.632540000000003,-5.230053515718959,5.887710998629124e-06,Moderately Soluble,47.52602,49.187237,6.6743135,0
O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCCN(C2CCC2)CC1,1,23.5,0.5473052419692593,3.5261862041622813,5.4526947580307406,2.558300000000001,-4.689284624368321,2.0451038939535317e-05,Moderately Soluble,23.724548,23.998037,-8.075885,0
O=C(NCCc1c[nH]c2ccc(OCC3CC3)cc12)C1CC(=O)N(C2CCCCCC2)C1,1,32.66,0.5473052419692593,3.5261862041622813,5.4526947580307406,4.186700000000003,-5.830355828988864,1.4778970117559986e-06,Moderately Soluble,74.21021,64.61503,26.985294,0
COc1ccc(-c2cc[nH]c(=NN=C(C)c3ccc([N+](=O)[O-])o3)n2)cc1,1,28.92,0.584544370940238,3.841885088936193,5.415455629059762,2.9114000000000013,-4.496478853674617,3.188020800518582e-05,Moderately Soluble,77.99837,76.82723,24.869755,0
C=CCN1CCN(CCCCCCCCCCCCCCCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)CC1,1,34.66,0.6354716375956122,4.31987954924534,5.364528362404387,6.981800000000009,-8.5848044221759,2.601330768633416e-09,Poorly Soluble,86.366196,60.72118,76.501015,0
