SMILES,SMILES_state,NLL
-1n4On2FnnN-([nH]#[N+]4-##c#-F(Fc,0,393.07
CF4[O-]=23[N+]C#43C42-5-[O-])-C[nH]#C1#CBr,0,392.45
=-53444-#3(-#[N+]Br==[N+]--NCnBr35(#nN5nnOBr23cO434#)525ONC2=1BrBr3N3)2n)F=242[N+]1[N+]4C453#c,0,393.5
1CBr)[nH]Br1=[nH]-[N+]nc=BrN3OFBr(Br[N+]nC5[N+]2cOn55#OnO[nH][N+]2C[O-][N+]nc=1#1On)-(=)1(=F[nH](C4-2N[O-][nH]O=N4FBr((2C[N+]-(n1[O-]2nBr-5(533)F,0,393.02
c,0,391.78
3(n[O-]1ccFc,0,391.97
[nH]FOn=2=#1[O-]C(,0,393.24
([nH][N+][O-]=1#2c--[nH]c2n[O-](c[N+]1NFc--N-3,0,391.87
Ccc[nH]C-[O-]Fn1223cNn[N+]C[O-][O-]=5F-)(Br3n=Nnc[N+]O[nH]C2,0,392.73
Br,1,391.52
1-,0,392.27
141[N+]N[N+](C#4n[N+](1))N2([nH]3[O-])-531O315Br[N+]n[N+][N+]1[O-]55[O-]3345cBrOBrN(,0,392.24
)[N+]4cBr5)=2([O-]n=CN=OOcN(44C-Brn[nH](C,0,392.39
[N+]2c,0,393.15
5=34(F-Br[N+]c[O-]c5-3CON=[O-]#OOBr41#O2=[N+]2##)1N,0,392.5
c3#,0,392.45
ON2O-=,0,392.07
CCCO-#45n4F3[N+]FO14[O-]n4-N=-=(5[N+]2,0,393.03
=,0,391.9
2O(,0,392.2
4[nH]=BrC21[O-]c=F[nH]2[O-]Br432(5Nc=[nH](23Br=)21Br[O-]C4n[nH],0,392.14
CNc31[O-]C2,0,392.6
O#1c-FBr5c[O-]C#1(4=#-(cBrC[nH][N+]#NBr#4c=nC[nH]N1,0,392.32
4CN[nH],0,392.31
13N-C424BrO22[O-]F5O=(233)5-[nH]NBr,0,393.17
O[N+]34[O-]O(F[nH]F[nH]F2c5-[O-])[N+]2[O-]=Br=O5[N+]5C4N(CBr5(=FCNc#[O-]NOc4),0,392.23
(34C33[nH]C,0,392.87
[nH][O-]O)4N3[N+]-4,0,391.61
[O-])n)[nH][N+]442N[nH]4c--3#Br5#==[N+]#c[O-]25(n[O-]nF,0,392.84
Brn5[N+]524F)C#,0,393.04
3O4(1N4#1()cO2,0,391.4
3c13F#cn1c[O-]-1O#52(52(2)331O(c)[O-]1N)=1,0,391.5
-Br33O[O-]3[N+])n#c4COC[O-]Br[O-]-BrC(2N5c=F-4CN4[nH]CCBr1[O-]3(5[O-]n=)N3N5nCBr(1c[nH]-(n(C-cC-C,0,392.04
,0,392.58
c5CF(,0,393.04
5,0,392.92
C#n=42)Br(C41[O-]==-N5=F[nH])#F5-1OC([nH]1c[nH]nBr1cFC[nH]#)4-O[O-]cCF[N+]31[nH]4[O-]3O55Br)N5[O-][nH][nH]1[nH][N+]()15N2C4F5)3N[N+]nBrN,0,392.6
[N+],1,393.12
2))Br([O-]nON[nH]=[O-](=C#c[nH]#3#=F)[O-][O-]#,0,393.5
5,0,392.22
[O-][O-]=(3[O-],0,392.77
3#,0,391.91
[O-]O)NcC15nn#c[nH]1NFC,0,392.7
Br,2,392.56
cN[O-],0,392.84
),0,392.73
5cn4F-[N+],0,392.64
F32(Br22[nH]c((3C[O-]3((=N31[O-]F)1,0,392.96
N,1,392.96
N11[O-]=c2([N+]O1[O-]n4O4[O-]2(F#-((O1,0,392.34
N5#c)F4O-4[O-]N3-[O-]3[O-][N+]C[O-]=5c[O-][nH]5N3F,0,392.48
[O-]nN#ncNn)34OC[N+]4(#Br5#2[N+]ncN44c[N+]--F#=[nH]2NN(O=3)OO3n[nH]4[N+]4)F(=cBr3N,0,392.94
,0,392.67
C1F34-[nH]N==)3c(-[nH][O-]5O#)41Br=[nH]Br)-(c=NC-)Cn,0,391.78
[O-]3[nH]5#3(Br1,0,392.05
)5cF[O-][O-]33##nn4=Br4,0,393.0
#[nH]#)n##),0,392.16
3O(511-OF-=5)4#[nH]N[N+][O-]))5[nH]CNN[N+]5Br[N+](-[N+]-25n4#-Br2[nH]c4C5[nH]F2,0,392.67
nC3[O-]#4[O-],0,392.67
3BrBr)[O-]CcO5n32=[O-]nOc[nH])[nH][nH][O-]1[O-]3-[N+]#c#)NF5F[O-]N[O-]3BrC-)Nn)#nF[N+]2CF#C4cNNF--C)33n)NnCC33n#,0,392.2
[O-]2F#[nH]n,0,392.83
[O-]-=C[nH]c[O-]CC)[N+]4153[N+]#43-C(-Cn[O-]Br2Br)BrC,0,391.97
[N+]nn),0,393.41
Br4FBr3[N+](C(O[N+]#Br[N+]112-Cn[nH])c[O-][nH],0,392.52
,0,393.27
[O-]c5c4(NOOOFOc(BrnC[O-]=,0,392.59
)[O-]N,0,392.71
(Br==143Br3)3Brn5)##Brn=CCn=CN[N+]5FN#,0,392.62
c,0,392.58
[O-]5[nH]=N[O-]=N[O-]),0,391.85
-([N+]n2)Br[N+]Br[nH]-[N+]CBr1)--2=#5[N+],0,391.93
[N+]44nn1Br(Br[N+]F14=[N+][O-][N+]5O)CCc4OF#[N+],0,392.69
n#(,0,392.37
-([O-],0,392.4
[O-]C-2N#-F##2-,0,392.76
Br#c,0,392.04
)4n,0,392.59
-cc23==1[N+][O-]-O[nH]Br34-1-2((c14=)21[N+],0,392.04
[O-]BrF2[N+][nH])[N+]((5BrcOC#-,0,393.24
[nH]F1cFOBrF[N+]=c[N+]nBr[nH]n#[O-]O444-O3c3=cn)cC[O-]2[nH][N+]#NCBrBr4OO2=[N+]#[N+]-[O-]5#1[N+][nH][O-]211-=Br3[nH]#52c1[nH]OnnOc21[N+]BrCO,0,392.48
1c4c,0,392.65
[nH]1[N+][nH]n=[O-]-Brc3[O-]=C[N+]3(N1)[nH])FO-cFO5C[O-]2CBrn[N+]3-C#5O2=4FBrO([N+]O#C44-5#OOFcF-4Oc)(52[nH][O-]=4c2Ocn)=1((2C3OcN[N+]CO#-Nn[nH]1-#3=13([N+]F[O-]3N1F,0,392.33
[O-]#24c4#Br#2C)F)4-O4[N+][N+]2#,0,391.89
))3nBr#)CBrBr[O-]224#(CN5cnO2[O-][O-][N+]F3=C5#4[nH]n[O-]F([nH]BrC2)=[N+]1,0,392.73
##5nn3[nH]C1(Br[nH]n[N+]c-#44[nH][O-])O,0,392.53
C,1,392.88
=,0,393.36
554NC--O2#nn[O-][O-]=-4-Br5NF[O-]#2=#[O-]Br[O-][N+]-[O-]4NO3[N+]4cF42-=-1[nH]422N[nH]=c#cBr,0,392.47
-Br-2F-FC243[O-]N33)nC=4FN,0,392.52
-#C4[N+]54O)(c2=Ocn2)Cn4F[O-](=[N+]C=(Cn4N4CF4C,0,392.13
F-ON1-3nc[nH],0,392.38
Brn32(=c2#[N+]==5cc-13F[O-]n,0,392.22
c[nH]2[N+]3F25)N1#,0,391.95
,0,392.34
F[O-]O2([N+])n(N[N+]112c,0,392.52
#,0,391.87
4-FBr5==nNF[N+]5[N+][nH]5N5[nH]#O#-5443C,0,392.9
2[nH]1,0,392.4
[N+][nH]F[O-]42O1F3BrncOBr)Br5cF-)c=n5-N41)4[N+]1,0,392.31
N#4FON[O-]=F)13554-[N+][O-]2=,0,392.63
c)nn)n#c,0,392.28
(c3[nH]nn,0,392.77
cOC)n4#C#,0,392.34
1NBr,0,392.38
#BrO4(,0,392.62
Br[N+]54n#)1F-55[N+]5[N+]3[N+]cn[O-])[nH]3Br=N2-n5Fc=Br3Fc#44-,0,392.46
[nH]F32,0,392.81
F[O-]#O[O-]1[nH]-)3NBr42C=Br(n[N+]1#cCOBr1[nH][O-]3F[N+],0,392.79
,0,392.56
#-1(FN5[N+],0,391.81
(cC4([O-]c[O-]F=BrFO#1[N+]5(NN#([O-]5[N+]BrF==1)[nH]COF1=[nH]4COFc,0,392.63
[N+]Br[O-][O-](c,0,392.88
[N+]F2FCn5,0,392.97
BrFN[nH]N3[N+](O5(ONO-(32BrC,0,393.28
1([nH],0,392.11
O,1,392.9
3[O-]BrN2(2(45-4-)=51O[N+]2#=[O-]nNc114nF5-)C,0,392.76
F,1,392.47
1C[O-]5n)14nc[N+]NBr)4-ON)O4[O-]n,0,393.06
,0,392.1
15)Br)nBrc,0,393.02
)NC2C#,0,392.42
[nH],0,392.64
Cc51-c[O-]C[O-]BrCc5-F=O43n3,0,392.02
BrCBr,1,392.27
4C4[N+]nBr,0,392.25
n,0,393.73
-[O-][O-]25NBr#n5122O=-4C13[N+]N[O-]FFn3#FcCN321N5Br11OO#[O-]5C5#BrN-c[O-]=1FN#n5FO[N+][N+]25=[O-]n5ncOO1C5-535,0,393.11
(BrF4C#4nBr-45C(CO214[O-]([N+]FnN[nH]FBrNn5-2[N+][N+](5[O-]5)n-1#4#C[nH][O-][nH])c#n[N+]#==n[O-][N+],0,392.52
)4[nH]F(5C24)#)[nH]cnN=cc-n[nH][N+]O[N+]#([N+]CCcF[O-]#Br=)C=[O-]Oc([N+]3O5F[nH]21=2-CN44,0,391.77
Fcnn5n[N+][O-]Br,0,392.3
(BrF2),0,392.62
[N+][N+]3OOF4[nH]c-O)[O-]#4O3)BrBr4,0,392.81
2NF=BrnOn1,0,392.65
FBr-[N+]C2)n[nH][O-]=1#c3FO4[nH]N-[O-]5##)[nH]24CO[O-]n5n[nH]c[nH][O-]#[nH]O-3#5[O-]5N=5c1(N,0,392.22
Br[nH]C3-2BrBr[N+]5F-3[O-]Cc1N11N-#3)cNn[O-]1BrN5-=n2)31C-[O-][N+]FCC2C[N+][O-][nH]N[nH][O-]n2N3,0,392.48
ON)Br[nH]4N[O-]-#,0,392.69
#)=[N+]1[nH]n4c-2[nH][nH]5=n#)44--F[nH]2[nH][N+]n3O)[N+],0,393.06
[nH][O-]-Brcc[O-]=O3C[N+]),0,391.97
O5[N+]3##45F5N5=4[O-]=NC2[nH][nH]1[O-][O-][N+],0,392.41
O-O([N+]n-nO(,0,392.59
N-,0,391.95
3BrF2[N+]1CONN[N+]Fn1)F32nO[O-](-O[O-]#4Br445c[N+](##nc[N+]2C)c3[nH]F5))[nH][N+]#N2Br,0,392.17
Br#((F(2NN=5-F,0,391.74
c=OOOnN34[N+]()c=-c#c[N+]4),0,392.78
[O-],1,392.95
nc[N+]N4BrF[nH]-OF[N+]4cO,0,392.9
-O1#-C,0,392.19
,0,392.65
O22,0,391.69
O1[O-]=nC[N+]=2OBrBrN=CC3[nH]#-11(,0,392.08
-3[N+][O-]N=[nH]2BrnON-)N4-C2,0,392.55
[N+],2,392.31
1Br#O)-Br[nH]2F[O-]N[N+]C[O-]2F,0,391.86
(n=#cF([N+]32C,0,392.44
BrCc#4C[nH]F[nH]F[nH]52)FOCcFn3[N+]4#)5C-24Oc5C=(1Br4-1F[O-]#)3NN45=,0,392.02
N(N[O-]3)#[nH]2(2n#1C[nH]-3N2-[nH]4Br1BrFN)[O-]#n2c(-[N+][nH]15,0,392.22
4#[N+]n=5O[O-]c),0,392.13
,0,392.26
F44#N=)#NC2)45[nH][nH]ncF4[O-]C(N3#Br-[N+][nH]cnc(1FC-[O-][nH]NC)[N+][N+](4cn[nH]4c,0,391.96
F(cn,0,392.76
n44C1[nH]c,0,391.6
N[nH][nH]NC21-[N+]#,0,392.21
O4[nH]cn1F#-4NBrnO122-[O-][N+]nN,0,393.43
C[N+][N+](Br=N=4=3O)(O5[N+](-n([N+]43,0,392.92
[O-][N+](#[nH]Cc#)C3F1NN,0,392.34
BrO--=-3BrcF2,0,393.32
