canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,1.0,3.51,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.043200231314738866,0.14776525225585055,1.168239918758665,0.377145299620845,5.956799768685261,0.14776525225585055,0.5669964462616482,2.1518902892508716,5.667179874263794,6.246419663106728,0.14776525225585055,4.5724000000000045,-6.495531588073545,3.1949819718120263e-07,Poorly Soluble,60.79043,33.77584,61.614178,0,4,0,0.7247344,0.078530364,0.96114695,0.114256464,0.7993382,0.045401283,0.7099556,0.78085583,0.112002715,0.962657,0.9999512,0.65091914,0.9505151,0.95671034,-4.6574836,102.57947,8.1059265,491.5480000000003,4.5724000000000045,0.22927415347441982,4.0,3.471114864312593,0.7254316817430453,4,1,0
CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,1.0,3.3,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.09896464617408543,0.10026527191079566,1.2896738815107955,0.2948946750977039,5.901035353825915,0.10026527191079566,0.7988122444027028,1.9746247634053216,5.704515420880755,6.097555286771074,0.10026527191079566,4.932200000000004,-6.6705118883803225,2.135443629597821e-07,Poorly Soluble,57.392174,32.90338,72.7516,0,4,0,0.7117635,0.39295778,0.85916626,0.21077652,0.95956135,0.14617935,0.7535985,0.7615495,0.48148116,0.9694527,0.9999403,0.6481758,0.9290193,0.9651473,-4.8123336,102.196144,11.502818,477.5650000000003,4.932200000000004,0.21809046481501246,4.0,3.4905136372051917,0.7232762625327565,4,1,0
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,1.0,4.16,5,KNN | KNN | DT | LGBM | ET,0.37881754733156026,2.392310505009052,5.62118245266844,0.3022334709005201,0.20230742111162728,2.23472397052995,1.051139733114385,5.69776652909948,0.20230742111162728,0.8048425447122229,4.9975369782996015,5.30124398372069,6.09428907447827,0.20230742111162728,3.6503000000000023,-5.843147252802898,1.4350027957839878e-06,Moderately Soluble,35.37913,18.123272,69.313126,0,3,0,0.8209311,0.07293624,0.98756015,0.13886933,0.69821465,0.030023595,0.46269345,0.60981226,0.0539126,0.88620824,0.99982965,0.76957834,0.8971056,0.9275381,-4.5917583,101.17327,4.081618,483.48400000000026,3.6503000000000023,0.3152561290531773,4.0,3.3577651577582266,0.7380260935824192,3,1,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,1,1.0,3.59,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,0.867173635076665,0.15777572218829913,7.8417751002004845,2.62522047019785,5.132826364923335,0.15777572218829913,3.6135429379134165,15.01115296802353,4.8235859494342685,5.442066780412401,0.15777572218829913,4.484700000000004,-6.1461670005744535,7.142216314539585e-07,Poorly Soluble,80.241135,73.25272,54.734943,0,2,0,0.14529274,0.38945302,0.7883642,0.05108679,0.9472248,0.48039493,0.8048919,0.8863926,0.34875724,0.9943634,0.999996,0.6611172,0.9597748,0.9460827,-4.8261976,103.89632,7.047143,445.5630000000003,4.484700000000004,0.48461253721226505,4.0,3.30882536631748,0.7434638481869467,2,0,0
CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,1.0,3.43,5,KNN | KNN | DT | LGBM | ET,0.7845766600619155,6.089430246544679,5.215423339938084,0.9650018319550778,0.28807450690001835,11.502718866204491,7.449227537149405,5.034998168044922,0.28807450690001835,2.5140609272639334,33.85539346316328,4.470372134520886,5.599624201568958,0.28807450690001835,3.928600000000003,-5.401558237860797,3.966813313384535e-06,Moderately Soluble,77.17143,66.19453,68.21645,0,1,0,0.14883402,0.20745666,0.87888527,0.108808205,0.7108456,0.24690592,0.52262723,0.63604176,0.041098617,0.7269915,0.99966335,0.838449,0.94947624,0.8185868,-4.6785955,101.4328,8.658019,389.49900000000014,3.928600000000003,0.6935810249542287,4.0,3.184397448350528,0.7572891724054969,1,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,1.0,4.11,5,KNN | KNN | DT | LGBM | ET,0.8173439381295262,6.566651042682637,5.182656061870474,1.0035461812088475,0.21945007349718562,11.721567731441507,7.474462718953794,4.996453818791153,0.21945007349718562,3.744760413600309,27.143654908772547,4.566331674736668,5.426575962845636,0.21945007349718562,4.392900000000004,-6.359318141037731,4.3720171709935157e-07,Poorly Soluble,90.4037,78.04812,45.880463,0,4,0,0.3883138,0.26151675,0.8940731,0.07840913,0.9239334,0.20437548,0.81327534,0.89079505,0.29060984,0.993683,0.9999911,0.61188483,0.94817126,0.9654287,-4.708625,104.62251,5.197915,490.56000000000034,4.392900000000004,0.24564175992277945,4.0,3.5106155201884874,0.721042719979057,4,0,0
CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,1,1.0,3.53,5,KNN | KNN | DT | LGBM | ET,0.8679607879934845,7.378376085152375,5.132039212006515,1.0458837275508008,0.33552310945707575,14.859916814421316,10.948139497287453,4.954116272449199,0.33552310945707575,2.444884982967881,50.52531410216625,4.296490977913331,5.611741566985067,0.33552310945707575,4.314300000000004,-5.931567930662753,1.1706634773464518e-06,Moderately Soluble,111.38011,83.932755,40.944145,0,1,0,0.13000078,0.25895417,0.7599939,0.062175333,0.87824786,0.16176786,0.697909,0.68410885,0.07361137,0.88889873,0.999976,0.80078113,0.9891032,0.89857596,-4.8360915,95.10451,10.168731,444.62000000000035,4.314300000000004,0.556955305582609,4.0,3.3430183137474483,0.7396646318058391,1,0,0
CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,1,1.0,4.82,5,KNN | KNN | DT | LGBM | ET,1.0473835511646792,11.152790677403084,4.952616448835321,1.2339905656168775,0.20513457827562037,19.08150284195176,8.552292780442057,4.766009434383123,0.20513457827562037,6.790891508140837,43.25679506622685,4.363945660962907,5.168073207803339,0.20513457827562037,4.366800000000004,-6.2651626113362795,5.430469622811789e-07,Poorly Soluble,109.72929,82.824165,26.468006,0,1,0,0.15872768,0.34024137,0.7977499,0.08055027,0.9492241,0.10221772,0.75658405,0.75554675,0.16717313,0.9392638,0.99996674,0.76861554,0.9798876,0.9652575,-4.9882684,99.33996,6.1352344,478.63700000000034,4.366800000000004,0.5511809657558118,4.0,3.2752381127296655,0.7471957652522594,1,0,0
CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,1,1.0,3.78,5,KNN | KNN | DT | LGBM | ET,1.1167261330608658,13.08356610599206,4.883273866939135,0.9353379043453656,0.3436076448073286,11.538238878531635,8.469148365745069,5.064662095654635,0.3436076448073286,1.8275401230251738,40.626451261479744,4.391191111832271,5.738133079476999,0.3436076448073286,4.334900000000004,-5.665853103678627,2.158474370827746e-06,Moderately Soluble,88.48722,69.719734,39.344315,0,0,0,0.1928176,0.37546226,0.81891936,0.09309879,0.8160368,0.53015906,0.5239944,0.45074955,0.105918825,0.59885424,0.99994755,0.9190915,0.9831387,0.70424557,-4.7525396,98.43666,5.4395514,383.4670000000001,4.334900000000004,0.7741559877492938,4.0,2.9766194913216655,0.7803756120753705,0,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,1,1.0,3.92,5,KNN | KNN | DT | LGBM | ET,1.1517084081577682,14.18105064924459,4.848291591842232,1.195933587835095,0.13048842640890032,16.439436947373423,5.095468906768927,4.8040664121649055,0.13048842640890032,8.713171696709535,28.293775522510828,4.548309096403461,5.05982372792635,0.13048842640890032,5.556300000000006,-7.114381872940474,7.684544450253078e-08,Poorly Soluble,84.69376,69.42956,77.11257,0,2,0,0.17000501,0.40838465,0.76055443,0.056347758,0.9585489,0.40510464,0.79999316,0.88135636,0.32285824,0.99388564,0.9999951,0.63844335,0.95975953,0.96842957,-5.0178347,104.482666,10.710141,468.64500000000027,5.556300000000006,0.3480119159370159,3.0,3.3419252785050677,0.7397860801661036,2,0,0
C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,1,1.0,2.25,5,KNN | KNN | DT | LGBM | ET,1.2327764304986477,17.091352466101444,4.767223569501352,1.1268846112818358,0.3983372826683081,19.041237253971666,14.989871900347323,4.873115388718164,0.3983372826683081,2.2189296698255023,80.83988467987369,4.09237431468828,5.653856462748048,0.3983372826683081,2.2811000000000003,-3.5736085790518586,0.0002669263334483793,Soluble,-10.3885975,13.974945,35.81878,0,1,0,0.28022966,0.25319633,0.5458239,0.08215681,0.7552041,0.2967582,0.13185994,0.17694166,0.12394221,0.7533978,0.99377614,0.76383954,0.7345992,0.21840362,-4.7256174,91.68194,8.030402,289.38199999999995,2.2811000000000003,0.8164716953815359,4.0,3.197131516863511,0.7558742759040543,1,0,0
